"Order Number ","Reason"," Cancelled By ","Note ","Cancelled Date","Order Date",""
"Lvs8268","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-05 11:42:13","2024-06-04T01:31:36+03:00",""
"Lvs8044","INVENTORY","Yara","طلب العميلة","2024-06-05 10:39:36","2024-06-02T14:22:35+03:00",""
"Lvs7292","BROUGHT_FROM_STORE","Randa","طلب العميلة بالالغاء","2024-06-05 10:00:40","2024-05-28T19:09:39+03:00",""
"Lvs8193","OTHER","Yara","مش حابة البديل","2024-06-05 09:44:56","2024-06-03T15:13:50+03:00",""
"Lvs8181","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-04 22:38:11","2024-06-03T13:59:54+03:00",""
"Lvs8209","INVENTORY","Yara","طلب العميلة","2024-06-04 17:28:02","2024-06-03T16:46:25+03:00",""
"Lvs7955","OTHER","Nermin ","ملغي","2024-06-04 16:29:52","2024-06-01T21:48:22+03:00",""
"Lvs8118","INVENTORY","Yara","طلب العميلة","2024-06-04 16:00:54","2024-06-03T01:21:51+03:00",""
"Lvs8227","INVENTORY","Yara","طلب العميلة","2024-06-04 15:19:07","2024-06-03T19:40:39+03:00",""
"Lvs8125","INVENTORY","Noor","القطعة غير متاحة","2024-06-04 15:06:12","2024-06-03T02:39:38+03:00",""
"Lvs8105","INVENTORY","Noor","القطعة غير متاحة","2024-06-04 14:32:49","2024-06-02T22:53:35+03:00",""
"Lvs8156","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-04 14:30:57","2024-06-03T10:18:09+03:00",""
"Lvs8034","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-04 14:15:14","2024-06-02T13:03:03+03:00",""
"Lvs8119","OTHER","Yara","طلب العميلة","2024-06-04 14:00:54","2024-06-03T01:29:36+03:00",""
"Lvs8089","OTHER","Yara","طلب العميلة","2024-06-04 13:57:41","2024-06-02T20:51:21+03:00",""
"Lvs8266","CUSTOMER_REQUEST","Randa","طلب العميلة بالالغاء","2024-06-04 13:45:27","2024-06-04T00:55:13+03:00",""
"Lvs8161","OTHER","Yara","طلب العميلة","2024-06-04 13:19:05","2024-06-03T11:07:28+03:00",""
"Lvs7478","OTHER","Yara","مش حابه البديل","2024-06-04 13:05:31","2024-05-29T23:12:26+03:00",""
"Lvs8005","OTHER","Nermin ","ملغي","2024-06-04 12:21:01","2024-06-02T08:16:33+03:00",""
"Lvs8095","INVENTORY","Noor","القطع غير متاحة","2024-06-04 12:17:45","2024-06-02T22:12:53+03:00",""
"Lvs7645","OTHER","Yara","مش حابة البدبل","2024-06-04 11:52:21","2024-05-30T23:32:17+03:00",""
"Lvs8008","INVENTORY","Nermin ","ملغي برغبة العميلة","2024-06-04 11:48:02","2024-06-02T08:30:28+03:00",""
"Lvs8145","INVENTORY","Nermin ","ملغي","2024-06-04 11:42:30","2024-06-03T08:19:17+03:00",""
"Lvs8144","INVENTORY","Nermin ","ملغي برغبة العميلة","2024-06-04 11:40:44","2024-06-03T07:16:22+03:00",""
"Lvs8066","OTHER","Nermin ","ملغي","2024-06-04 10:41:26","2024-06-02T17:15:36+03:00",""
"Lvs8021","INVENTORY","Nermin ","ملغي","2024-06-04 10:38:15","2024-06-02T11:19:07+03:00",""
"Lvs8111","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-03 22:18:18","2024-06-02T23:49:24+03:00",""
"Lvs7867","INVENTORY","Nermin ","هتشتري من الفرع","2024-06-03 22:04:46","2024-06-01T12:38:07+03:00",""
"Lvs7460","INVENTORY","Nermin ","ملغي برغبتها","2024-06-03 21:30:52","2024-05-29T21:36:19+03:00",""
"Lvs7714","ORDER_CONFIRMED_BY_MISTAKE","Nermin ","ملغي","2024-06-03 21:09:02","2024-05-31T13:19:46+03:00",""
"Lvs8073","INVENTORY","Nermin ","ملغي","2024-06-03 20:56:15","2024-06-02T18:12:57+03:00",""
"Lvs8069","INVENTORY","Nermin ","مش عايزة اي بدايل","2024-06-03 20:17:13","2024-06-02T17:41:16+03:00",""
"Lvs8063","INVENTORY","Nermin ","ملغي برغبتها","2024-06-03 20:07:43","2024-06-02T16:40:41+03:00",""
"Lvs7432","BROUGHT_FROM_STORE","Nermin ","ملغي","2024-06-03 19:56:32","2024-05-29T17:55:17+03:00",""
"Lvs7900","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-03 17:49:16","2024-06-01T16:27:39+03:00",""
"Lvs7992","OTHER","Agamy","","2024-06-03 17:38:16","2024-06-02T04:15:55+03:00",""
"Lvs7967","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-03 17:08:48","2024-06-01T23:45:40+03:00",""
"Lvs7943","INVENTORY","Nermin ","ملغي برغبة العميلة","2024-06-03 17:06:10","2024-06-01T21:08:50+03:00",""
"Lvs7997","OTHER","Agamy","","2024-06-03 16:55:48","2024-06-02T05:12:46+03:00",""
"Lvs8001","OTHER","Agamy","","2024-06-03 16:52:42","2024-06-02T07:20:06+03:00",""
"Lvs7684","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-03 16:52:10","2024-05-31T03:14:32+03:00",""
"Lvs7884","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-03 16:42:41","2024-06-01T13:57:33+03:00",""
"Lvs6553","OTHER","Agamy","","2024-06-03 16:32:19","2024-05-23T21:01:35+03:00",""
"Lvs6561","OTHER","Agamy","","2024-06-03 16:31:49","2024-05-23T21:59:06+03:00",""
"Lvs6903","OTHER","Agamy","","2024-06-03 16:29:58","2024-05-26T11:32:01+03:00",""
"Lvs7747","OTHER","Agamy","","2024-06-03 16:16:32","2024-05-31T17:00:35+03:00",""
"Lvs7339","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-03 15:34:23","2024-05-29T00:52:59+03:00",""
"Lvs7341","INVENTORY","Nermin ","ملغي برغبة العميلة","2024-06-03 15:31:43","2024-05-29T00:57:28+03:00",""
"Lvs7724","INVENTORY","Randa","القطعة غير متاحة","2024-06-03 15:27:31","2024-05-31T14:17:37+03:00",""
"Lvs7724","INVENTORY","Randa","القطعة غير متاحة","2024-06-03 15:27:30","2024-05-31T14:17:37+03:00",""
"Lvs7356","INVENTORY","Nermin ","ملغي برغبة العميلة","2024-06-03 15:02:22","2024-05-29T07:04:07+03:00",""
"Lvs7978","OTHER","Yara","طلب العميلة","2024-06-03 14:46:51","2024-06-02T00:50:10+03:00",""
"Lvs7318","OTHER","Yara","هتروح جالريا مول","2024-06-03 14:33:37","2024-05-28T21:29:41+03:00",""
"Lvs7677","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-03 14:04:02","2024-05-31T02:28:30+03:00",""
"Lvs7646","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-03 14:01:54","2024-05-30T23:35:28+03:00",""
"Lvs7414","BROUGHT_FROM_STORE","Nermin ","ملغي","2024-06-03 14:01:00","2024-05-29T16:21:20+03:00",""
"Lvs8061","OTHER","Yara","ملغي نواقص","2024-06-03 13:54:13","2024-06-02T16:17:41+03:00",""
"Lvs7981","OTHER","Yara","اشترت من الفرع","2024-06-03 13:45:19","2024-06-02T01:09:02+03:00",""
"Lvs7944","OTHER","Nermin ","ملغي","2024-06-03 13:43:07","2024-06-01T21:10:00+03:00",""
"Lvs7551","OTHER","Yara","مش حابة البديل","2024-06-03 13:42:23","2024-05-30T15:18:30+03:00",""
"Lvs7419","INVENTORY","Randa","القطعة غير متاحة","2024-06-03 13:28:24","2024-05-29T16:45:40+03:00",""
"Lvs7925","ORDER_CONFIRMED_BY_MISTAKE","Nermin ","ملغي","2024-06-03 13:13:14","2024-06-01T18:57:07+03:00",""
"Lvs7926","REPEATED_ORDER","Nermin ","ملغي","2024-06-03 12:53:14","2024-06-01T19:02:21+03:00",""
"Lvs7783","INVENTORY","Fatma","ملغي","2024-06-03 12:39:46","2024-05-31T21:16:47+03:00",""
"Lvs7966","INVENTORY","Fatma","ملغي","2024-06-03 12:39:20","2024-06-01T23:43:52+03:00",""
"Lvs7904","CUSTOMER_REQUEST","Nermin ","ملغي برغبة العميلة","2024-06-03 12:28:58","2024-06-01T16:53:06+03:00",""
"Lvs7675","CUSTOMER_REQUEST","Noor","رغبة العميلة","2024-06-03 12:18:56","2024-05-31T02:20:11+03:00",""
"Lvs7673","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-03 12:15:24","2024-05-31T02:09:42+03:00",""
"Lvs7792","INVENTORY","Fatma","مملغي القطعه مش موجودة وهتجيب من الفرع","2024-06-03 12:13:11","2024-05-31T21:42:27+03:00",""
"Lvs7496","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-03 10:22:10","2024-05-30T01:54:11+03:00",""
"Lvs7802","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-03 09:50:56","2024-05-31T22:28:36+03:00",""
"Lvs7782","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-02 21:11:31","2024-05-31T21:14:47+03:00",""
"Lvs7914","OTHER","Nermin ","ملغي برغبتها","2024-06-02 21:08:03","2024-06-01T17:59:51+03:00",""
"Lvs7801","INVENTORY","Nermin ","ملغي برغبتها","2024-06-02 20:52:42","2024-05-31T22:26:23+03:00",""
"Lvs7842","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-02 20:19:36","2024-06-01T06:00:43+03:00",""
"Lvs7825","OTHER","Nermin ","ملغي","2024-06-02 20:16:49","2024-06-01T02:31:39+03:00",""
"Lvs7740","OTHER","Nermin ","ملغي برغبتها","2024-06-02 19:24:19","2024-05-31T16:23:29+03:00",""
"Lvs7824","OTHER","Agamy","0","2024-06-02 18:17:07","2024-06-01T02:26:40+03:00",""
"Lvs7941","OTHER","Agamy","0","2024-06-02 17:51:07","2024-06-01T20:59:23+03:00",""
"Lvs7759","OTHER","Yara","مش حابة البديل","2024-06-02 17:25:42","2024-05-31T18:34:26+03:00",""
"Lvs7939","CUSTOMER_REQUEST","Nermin ","ملغي","2024-06-02 17:14:49","2024-06-01T20:48:21+03:00",""
"Lvs7735","OTHER","Yara","القطعة غير متاحة","2024-06-02 17:08:24","2024-05-31T15:26:05+03:00",""
"Lvs7722","OTHER","Yara","مش حابة البديل","2024-06-02 17:03:44","2024-05-31T13:59:54+03:00",""
"Lvs7751","OTHER","Yara","القطعة غير متاحة","2024-06-02 16:59:39","2024-05-31T17:31:33+03:00",""
"Lvs7707","","Nermin ","ملغي","2024-06-02 15:54:49","2024-05-31T11:51:51+03:00",""
"Lvs7666","","Nermin ","ملغي برغبة العميلة","2024-06-02 15:21:21","2024-05-31T01:39:18+03:00",""
"Lvs7634","","Nermin ","ملغي","2024-06-02 14:52:36","2024-05-30T22:38:24+03:00",""
"Lvs7640","","Nermin ","ملغي","2024-06-02 14:40:33","2024-05-30T23:09:55+03:00",""
"Lvs7620","","Nermin ","ملغي","2024-06-02 14:39:10","2024-05-30T21:46:41+03:00",""
"Lvs7848","","Nermin ","ملغي","2024-06-02 14:10:51","2024-06-01T08:02:44+03:00",""
"Lvs7916","","Fatma","ملغي","2024-06-02 14:06:15","2024-06-01T18:34:01+03:00",""
"Lvs7520","","Nermin ","ملغي برغبة العميلة","2024-06-02 14:06:15","2024-05-30T11:04:02+03:00",""
"Lvs7614","","Nermin ","ملغي برغبة العميلة","2024-06-02 13:28:57","2024-05-30T20:48:39+03:00",""
"Lvs7823","","Nermin ","ملغي","2024-06-02 13:03:31","2024-06-01T02:24:28+03:00",""
"Lvs7817","","Nermin ","ملغي","2024-06-02 13:00:03","2024-06-01T00:59:46+03:00",""
"Lvs7809","","Nermin ","ملغي برغبة العميلة","2024-06-02 12:55:01","2024-05-31T23:43:30+03:00",""
"Lvs7519","","Randa","طلب العميلة بالالغاء","2024-06-02 11:55:08","2024-05-30T10:50:39+03:00",""
"Lvs7524","","Nermin ","ملغي برغبة العميلة","2024-06-02 11:24:17","2024-05-30T11:33:16+03:00",""
"Lvs7514","","Nermin ","ملغي لعدم وجود رد","2024-06-02 10:40:43","2024-05-30T10:16:32+03:00",""
"Lvs7584","","Nermin ","ملغي برغبة العميلة","2024-06-02 10:22:22","2024-05-30T17:13:11+03:00",""
"Lvs7556","","Nermin ","ملغي برغبة العميلة","2024-06-02 10:03:59","2024-05-30T15:38:46+03:00",""
"Lvs7592","","Nermin ","مش عايزة اي بدايل","2024-06-01 20:59:32","2024-05-30T18:18:27+03:00",""
"Lvs7618","","Nermin ","اشترت من الفرع","2024-06-01 20:38:08","2024-05-30T21:02:04+03:00",""
"Lvs7598","","Nermin ","ملغي برغبتها","2024-06-01 20:22:25","2024-05-30T19:03:48+03:00",""
"Lvs7544","","Nermin ","ملغي برغبتها","2024-06-01 19:59:13","2024-05-30T14:41:37+03:00",""
"Lvs7565","","Nermin ","ملغي","2024-06-01 16:53:58","2024-05-30T16:01:41+03:00",""
"Lvs7566","","Nermin ","ملغي","2024-06-01 16:41:48","2024-05-30T16:05:19+03:00",""
"Lvs7571","","Nermin ","ملغي برغبة العميلة","2024-06-01 16:38:34","2024-05-30T16:16:11+03:00",""
"Lvs7626","","Nermin ","ملغي برغبة العميلة","2024-06-01 16:29:57","2024-05-30T22:15:28+03:00",""
"Lvs7583","","Nermin ","ملغي","2024-06-01 16:21:31","2024-05-30T17:10:14+03:00",""
"Lvs7580","","Nermin ","ملغي برغبة العميلة","2024-06-01 16:07:32","2024-05-30T17:01:12+03:00",""
"Lvs7337","","Nermin ","ملغي برغبة العميلة","2024-06-01 14:56:26","2024-05-29T00:37:33+03:00",""
"Lvs7572","","Agamy","متكرر","2024-06-01 14:42:05","2024-05-30T16:20:02+03:00",""
"Lvs7483","","Randa","طلب العميلة بالالغاء","2024-06-01 12:37:05","2024-05-29T23:50:04+03:00",""
"Lvs7366","","Nermin ","ملغي","2024-06-01 12:36:04","2024-05-29T10:35:48+03:00",""
"Lvs7476","","Nermin ","ملغي برغبة العميلة","2024-06-01 11:33:43","2024-05-29T23:06:40+03:00",""
"Lvs6479","","Fatma","ملغي  مكرر","2024-06-01 10:48:50","2024-05-23T12:11:59+03:00",""
"Lvs7336","","Randa","Customer changed or canceled order","2024-06-01 10:41:10","2024-05-29T00:30:18+03:00",""
"Lvs7606","","Yara","طلب العميلة","2024-06-01 10:37:07","2024-05-30T20:10:09+03:00",""
"Lvs7633","","Nermin ","ملغي برغبة العميلة","2024-06-01 10:34:27","2024-05-30T22:34:25+03:00",""
"Lvs7343","","Nermin ","ملغي","2024-06-01 10:33:53","2024-05-29T01:40:14+03:00",""
"Lvs7407","","Nermin ","ملغي","2024-05-30 16:54:41","2024-05-29T15:39:06+03:00",""
"Lvs7358","","Noor","محتاجة نفس اللون","2024-05-30 15:35:10","2024-05-29T08:56:38+03:00",""
"Lvs7374","","Noor","رغبة العميلة","2024-05-30 15:31:06","2024-05-29T11:43:33+03:00",""
"Lvs7405","","Noor","رغبة العميلة","2024-05-30 14:37:01","2024-05-29T15:31:26+03:00",""
"Lvs7509","","Nermin ","ملغي","2024-05-30 14:07:50","2024-05-30T08:03:10+03:00",""
"Lvs7389","","Noor","رغبة العميلة","2024-05-30 14:04:37","2024-05-29T14:02:51+03:00",""
"Lvs7295","","Nermin ","ملغي","2024-05-30 14:02:20","2024-05-28T19:34:15+03:00",""
"Lvs7511","","Nermin ","ملغي","2024-05-30 13:31:22","2024-05-30T10:13:23+03:00",""
"Lvs7289","","Nermin ","ملغي","2024-05-30 12:47:00","2024-05-28T18:41:17+03:00",""
"Lvs7280","","Nermin ","ملغي","2024-05-30 12:38:38","2024-05-28T18:05:32+03:00",""
"Lvs7287","","Nermin ","ملغي","2024-05-30 12:36:36","2024-05-28T18:35:33+03:00",""
"Lvs7273","","Nermin ","ملغي","2024-05-30 12:33:53","2024-05-28T17:10:38+03:00",""
"Lvs7430","","Noor","رغبة العميلة","2024-05-30 11:05:13","2024-05-29T17:42:33+03:00",""
"Lvs7319","","Nermin ","ملغي","2024-05-30 10:15:50","2024-05-28T21:47:18+03:00",""
"Lvs7206","","Nermin ","ملغي","2024-05-30 10:06:14","2024-05-28T10:07:06+03:00",""
"Lvs7165","","Nermin ","ملغي","2024-05-30 09:51:21","2024-05-27T23:30:31+03:00",""
"Lvs7251","CUSTOMER","Randa","طلب العميلة بالالغاء","2024-05-29 17:09:30","2024-05-28T15:24:19+03:00",""
"Lvs7199","CUSTOMER","Nermin ","ملغي","2024-05-29 15:17:21","2024-05-28T08:39:11+03:00",""
"Lvs6813","CUSTOMER","Nermin ","هتشتري من الفرع","2024-05-29 15:11:49","2024-05-25T18:56:16+03:00",""
"Lvs7252","CUSTOMER","Nermin ","ملغي","2024-05-29 14:03:02","2024-05-28T15:24:30+03:00",""
"Lvs6469","CUSTOMER","Nermin ","ملغي","2024-05-29 13:55:06","2024-05-23T11:07:20+03:00",""
"Lvs7290","CUSTOMER","Samar","العميله طلبت الغاء الاوردر","2024-05-29 13:23:10","2024-05-28T18:52:32+03:00",""
"Lvs7223","CUSTOMER","Nermin ","ملغي","2024-05-29 12:59:00","2024-05-28T13:11:16+03:00",""
"Lvs7236","CUSTOMER","Nermin ","ملغي","2024-05-29 12:44:36","2024-05-28T14:16:41+03:00",""
"Lvs7230","CUSTOMER","Nermin ","ملغي","2024-05-29 12:42:27","2024-05-28T13:45:53+03:00",""
"Lvs6871","CUSTOMER","Nermin ","ملغي","2024-05-29 12:11:31","2024-05-26T02:00:13+03:00",""
"Lvs7080","DECLINED","Fatma","ملغي استلمت واحد تاني","2024-05-29 11:29:17","2024-05-27T14:29:43+03:00",""
"Lvs7161","CUSTOMER","Nermin ","ملغي","2024-05-28 21:47:16","2024-05-27T22:51:38+03:00",""
"Lvs7152","CUSTOMER","Nermin ","ملغي برغبتها","2024-05-28 21:42:20","2024-05-27T21:57:34+03:00",""
"Lvs7164","CUSTOMER","Nermin ","هتشتري من الفرع","2024-05-28 21:06:06","2024-05-27T23:00:52+03:00",""
"Lvs7015","CUSTOMER","Nermin ","اشترت من الفرع","2024-05-28 21:00:48","2024-05-26T23:44:35+03:00",""
"Lvs6231","OTHER","Agamy","0","2024-05-28 18:07:21","2024-05-21T17:56:38+03:00",""
"Lvs7110","INVENTORY","Yara","طلب العميلة","2024-05-28 17:44:43","2024-05-27T18:05:06+03:00",""
"Lvs7110","INVENTORY","Yara","طلب العميلة","2024-05-28 17:44:42","2024-05-27T18:05:06+03:00",""
"Lvs7120","INVENTORY","Yara","طلب العميلة","2024-05-28 17:30:54","2024-05-27T19:42:26+03:00",""
"Lvs7136","INVENTORY","Yara","طلب العميلة","2024-05-28 17:15:10","2024-05-27T20:36:25+03:00",""
"Lvs7055","CUSTOMER","Nermin ","ملغي","2024-05-28 16:32:49","2024-05-27T10:52:04+03:00",""
"Lvs7050","INVENTORY","Yara","طلب العميلة","2024-05-28 16:17:52","2024-05-27T10:09:59+03:00",""
"Lvs7082","OTHER","Yara","عملت اوردر اخر","2024-05-28 16:12:12","2024-05-27T14:34:59+03:00",""
"Lvs6831","INVENTORY","Yara","مش حابة البديل","2024-05-28 15:56:11","2024-05-25T20:51:00+03:00",""
"Lvs6821","INVENTORY","Yara","طلب العميلة","2024-05-28 15:48:38","2024-05-25T20:07:04+03:00",""
"Lvs6808","CUSTOMER","Noor","رغبة العميلة","2024-05-28 15:46:42","2024-05-25T18:40:32+03:00",""
"Lvs6808","CUSTOMER","Noor","رغبة العميلة","2024-05-28 15:46:33","2024-05-25T18:40:32+03:00",""
"Lvs7140","INVENTORY","Noor","القطعة غير متاحة","2024-05-28 15:23:56","2024-05-27T20:54:09+03:00",""
"Lvs7012","CUSTOMER","Nermin ","ملغي","2024-05-28 15:15:19","2024-05-26T23:28:10+03:00",""
"Lvs7171","CUSTOMER","Nermin ","ملغي","2024-05-28 15:05:36","2024-05-28T00:31:48+03:00",""
"Lvs6810","INVENTORY","Yara","طلب العميلة","2024-05-28 15:03:41","2024-05-25T18:53:38+03:00",""
"Lvs7173","CUSTOMER","Nermin ","ملغي هتشتري من الفرع","2024-05-28 14:47:17","2024-05-28T00:42:48+03:00",""
"Lvs6894","INVENTORY","Yara","طلب العميلة","2024-05-28 14:46:31","2024-05-26T09:48:44+03:00",""
"Lvs7061","CUSTOMER","Nermin ","ملغي برغبة العميلة","2024-05-28 14:40:40","2024-05-27T12:28:35+03:00",""
"Lvs7083","INVENTORY","Yara","طلب العميلة","2024-05-28 14:39:25","2024-05-27T14:49:13+03:00",""
"Lvs7081","INVENTORY","Yara","طلب العميلة","2024-05-28 14:34:43","2024-05-27T14:31:56+03:00",""
"Lvs7005","CUSTOMER","Nermin ","ملغي","2024-05-28 14:24:47","2024-05-26T22:55:47+03:00",""
"Lvs7008","CUSTOMER","Nermin ","ملغي","2024-05-28 14:23:41","2024-05-26T23:05:29+03:00",""
"Lvs6688","INVENTORY","Yara","طلب العميلة","2024-05-28 13:49:01","2024-05-24T22:21:04+03:00",""
"Lvs7010","CUSTOMER","Nermin ","ملغي","2024-05-28 13:46:48","2024-05-26T23:15:14+03:00",""
"Lvs7032","CUSTOMER","Nermin ","ملغي","2024-05-28 13:32:39","2024-05-27T04:32:19+03:00",""
"Lvs6965","CUSTOMER","Nermin ","ملغي","2024-05-28 13:21:41","2024-05-26T17:59:15+03:00",""
"Lvs7128","OTHER","Agamy","0","2024-05-28 12:12:43","2024-05-27T20:04:42+03:00",""
"Lvs6975","OTHER","Agamy","كنسل ف الشيت","2024-05-28 11:39:57","2024-05-26T19:18:10+03:00",""
"Lvs7020","CUSTOMER","Nermin ","ملغي اشترت من الفرع","2024-05-28 09:32:00","2024-05-27T00:36:11+03:00",""
"Lvs6500","INVENTORY","Yara","طلب العميلة","2024-05-27 17:46:56","2024-05-23T14:57:18+03:00",""
"Lvs6952","CUSTOMER","Nermin ","ملغي","2024-05-27 16:38:36","2024-05-26T16:53:34+03:00",""
"Lvs6955","INVENTORY","Yara","طلب العميلة","2024-05-27 16:17:29","2024-05-26T17:05:14+03:00",""
"Lvs6822","CUSTOMER","Randa","طلب العميلة بالالغاء","2024-05-27 15:42:14","2024-05-25T20:07:28+03:00",""
"Lvs6794","CUSTOMER","Nermin ","ملغي","2024-05-27 15:34:56","2024-05-25T16:56:04+03:00",""
"Lvs6971","OTHER","Nermin ","ملغي","2024-05-27 15:23:41","2024-05-26T18:54:59+03:00",""
"Lvs5907","CUSTOMER","Nermin ","ملغي برغبة العميلة لظروف شخصية","2024-05-27 14:57:02","2024-05-19T12:20:49+03:00",""
"Lvs6884","CUSTOMER","Nermin ","ملغي","2024-05-27 14:47:21","2024-05-26T05:57:15+03:00",""
"Lvs6753","CUSTOMER","Nermin ","ملغي","2024-05-27 14:28:06","2024-05-25T12:39:38+03:00",""
"Lvs6935","INVENTORY","Yara","طلب العميلة","2024-05-27 14:12:06","2024-05-26T15:09:21+03:00",""
"Lvs6639","INVENTORY","Yara","مش حابة البديل","2024-05-27 14:01:13","2024-05-24T14:32:14+03:00",""
"Lvs6976","INVENTORY","Yara","طلب العميلة","2024-05-27 13:48:32","2024-05-26T19:22:21+03:00",""
"Lvs6985","INVENTORY","Yara","طلب العميلة","2024-05-27 13:45:04","2024-05-26T19:52:05+03:00",""
"Lvs6974","INVENTORY","Yara","مش حابة البديل","2024-05-27 13:40:15","2024-05-26T19:12:42+03:00",""
"Lvs6792","CUSTOMER","Nermin ","ملغي برغبة العميلة","2024-05-27 13:35:19","2024-05-25T16:47:37+03:00",""
"Lvs6951","INVENTORY","Yara","مكرر","2024-05-27 13:27:56","2024-05-26T16:51:49+03:00",""
"Lvs6942","INVENTORY","Yara","مش حابة البديل","2024-05-27 13:19:54","2024-05-26T15:50:22+03:00",""
"Lvs6466","INVENTORY","Yara","طلب العميلة","2024-05-27 13:13:29","2024-05-23T10:37:21+03:00",""
"Lvs6958","INVENTORY","Yara","طلب العميلة","2024-05-27 13:11:12","2024-05-26T17:19:23+03:00",""
"Lvs6802","INVENTORY","Nermin ","مش عايزة بدايل","2024-05-27 13:07:33","2024-05-25T17:38:36+03:00",""
"Lvs6490","OTHER","Agamy","كنسل ف الشيت","2024-05-27 13:06:13","2024-05-23T12:58:53+03:00",""
"Lvs6490","OTHER","Agamy","كنسل ف الشيت","2024-05-27 13:06:12","2024-05-23T12:58:53+03:00",""
